Codigo_Venda,ID_Produto,ID_Fornecedor,Quantidade_Venda,Preco_Unitario,Custo_Frete
SO51880,481,32,1,8.99,0.2248
SO52737,481,32,1,8.99,0.2248
SO52834,479,32,1,8.99,0.2248
SO53754,481,32,1,8.99,0.2248
SO53826,479,32,1,8.99,0.2248
SO54583,479,32,1,8.99,0.2248
SO54643,481,32,1,8.99,0.2248
SO54679,481,32,1,8.99,0.2248
SO54800,479,32,1,8.99,0.2248
SO55599,481,32,1,8.99,0.2248
SO55675,479,32,1,8.99,0.2248
SO55965,479,32,1,8.99,0.2248
SO56767,481,32,1,8.99,0.2248
SO56835,481,32,1,8.99,0.2248
SO57681,479,32,1,8.99,0.2248
SO58207,481,32,1,8.99,0.2248
SO58283,479,32,1,8.99,0.2248
SO58452,479,32,1,8.99,0.2248
SO58538,479,32,1,8.99,0.2248
SO59264,479,32,1,8.99,0.2248
SO59528,481,32,1,8.99,0.2248
SO59772,481,32,1,8.99,0.2248
SO59822,479,32,1,8.99,0.2248
SO60031,479,32,1,8.99,0.2248
SO60288,481,32,1,8.99,0.2248
SO60311,479,32,1,8.99,0.2248
SO60510,479,32,1,8.99,0.2248
SO60578,479,32,1,8.99,0.2248
SO60820,479,32,1,8.99,0.2248
SO61087,479,32,1,8.99,0.2248
SO61534,479,32,1,8.99,0.2248
SO61640,479,32,1,8.99,0.2248
SO62081,479,32,1,8.99,0.2248
SO62150,479,32,1,8.99,0.2248
SO62279,479,32,1,8.99,0.2248
SO62418,482,32,1,8.99,0.2248
SO62463,479,32,1,8.99,0.2248
SO62569,479,32,1,8.99,0.2248
SO62838,482,32,1,8.99,0.2248
SO62866,479,32,1,8.99,0.2248
SO62938,479,32,1,8.99,0.2248
SO63354,479,32,1,8.99,0.2248
SO63928,482,32,1,8.99,0.2248
SO64022,482,32,1,8.99,0.2248
SO64230,479,32,1,8.99,0.2248
SO64515,479,32,1,8.99,0.2248
SO64625,479,32,1,8.99,0.2248
SO64890,479,32,1,8.99,0.2248
SO64892,479,32,1,8.99,0.2248
SO65407,481,32,1,8.99,0.2248
SO65446,479,32,1,8.99,0.2248
SO65490,481,32,1,8.99,0.2248
SO65550,479,32,1,8.99,0.2248
SO65789,479,32,1,8.99,0.2248
SO65946,479,32,1,8.99,0.2248
SO66631,479,32,1,8.99,0.2248
SO68140,479,32,1,8.99,0.2248
SO68333,481,32,1,8.99,0.2248
SO68351,482,32,1,8.99,0.2248
SO68595,481,32,1,8.99,0.2248
SO68611,479,32,1,8.99,0.2248
SO69152,479,32,1,8.99,0.2248
SO70440,479,32,1,8.99,0.2248
SO70514,479,32,1,8.99,0.2248
SO70778,481,32,1,8.99,0.2248
SO71010,479,32,1,8.99,0.2248
SO71012,479,32,1,8.99,0.2248
SO71257,482,32,1,8.99,0.2248
SO71540,481,32,1,8.99,0.2248
SO71719,482,32,1,8.99,0.2248
SO72017,481,32,1,8.99,0.2248
SO72424,479,32,1,8.99,0.2248
SO72600,479,32,1,8.99,0.2248
SO72631,479,32,1,8.99,0.2248
SO73051,482,32,1,8.99,0.2248
SO73088,479,32,1,8.99,0.2248
SO73169,479,32,1,8.99,0.2248
SO73621,479,32,1,8.99,0.2248
SO73643,479,32,1,8.99,0.2248
SO73683,481,32,1,8.99,0.2248
SO74009,479,32,1,8.99,0.2248
SO74594,481,32,1,8.99,0.2248
SO51252,480,32,1,2.29,0.0573
SO51355,480,32,1,2.29,0.0573
SO51466,480,32,1,2.29,0.0573
SO51625,480,32,1,2.29,0.0573
SO51911,480,32,1,2.29,0.0573
SO51959,480,32,1,2.29,0.0573
SO52081,480,32,1,2.29,0.0573
SO52174,480,32,1,2.29,0.0573
SO52228,480,32,1,2.29,0.0573
SO52445,480,32,1,2.29,0.0573
SO52735,480,32,1,2.29,0.0573
SO52823,480,32,1,2.29,0.0573
SO52861,480,32,1,2.29,0.0573
SO52897,480,32,1,2.29,0.0573
SO53049,480,32,1,2.29,0.0573
SO53091,480,32,1,2.29,0.0573
SO53116,480,32,1,2.29,0.0573
SO53169,480,32,1,2.29,0.0573
SO53228,480,32,1,2.29,0.0573
SO53364,480,32,1,2.29,0.0573
SO53388,480,32,1,2.29,0.0573
SO53938,480,32,1,2.29,0.0573
SO53998,480,32,1,2.29,0.0573
SO54080,480,32,1,2.29,0.0573
SO54216,480,32,1,2.29,0.0573
SO54464,480,32,1,2.29,0.0573
SO54859,480,32,1,2.29,0.0573
SO54961,480,32,1,2.29,0.0573
SO55215,480,32,1,2.29,0.0573
SO55216,480,32,1,2.29,0.0573
SO55487,480,32,1,2.29,0.0573
SO55567,480,32,1,2.29,0.0573
SO55629,480,32,1,2.29,0.0573
SO55716,480,32,1,2.29,0.0573
SO55730,480,32,1,2.29,0.0573
SO55937,480,32,1,2.29,0.0573
SO56119,480,32,1,2.29,0.0573
SO56142,480,32,1,2.29,0.0573
SO56289,480,32,1,2.29,0.0573
SO56557,480,32,1,2.29,0.0573
SO56637,480,32,1,2.29,0.0573
SO56974,480,32,1,2.29,0.0573
SO57262,480,32,1,2.29,0.0573
SO57265,480,32,1,2.29,0.0573
SO57340,480,32,1,2.29,0.0573
SO57495,480,32,1,2.29,0.0573
SO57496,480,32,1,2.29,0.0573
SO57620,480,32,1,2.29,0.0573
SO57642,480,32,1,2.29,0.0573
SO57848,480,32,1,2.29,0.0573
SO57974,480,32,1,2.29,0.0573
SO58043,480,32,1,2.29,0.0573
SO58231,480,32,1,2.29,0.0573
SO58433,480,32,1,2.29,0.0573
SO59178,480,32,1,2.29,0.0573
SO59221,480,32,1,2.29,0.0573
SO59227,480,32,1,2.29,0.0573
SO59338,480,32,1,2.29,0.0573
SO59357,480,32,1,2.29,0.0573
SO59370,480,32,1,2.29,0.0573
SO59548,480,32,1,2.29,0.0573
SO59595,480,32,1,2.29,0.0573
SO59623,480,32,1,2.29,0.0573
SO59749,480,32,1,2.29,0.0573
SO60029,480,32,1,2.29,0.0573
SO60095,480,32,1,2.29,0.0573
SO60131,480,32,1,2.29,0.0573
SO60172,480,32,1,2.29,0.0573
SO60199,480,32,1,2.29,0.0573
SO60202,480,32,1,2.29,0.0573
SO60284,480,32,1,2.29,0.0573
SO60398,480,32,1,2.29,0.0573
SO60551,480,32,1,2.29,0.0573
SO60671,480,32,1,2.29,0.0573
SO60734,480,32,1,2.29,0.0573
SO61049,480,32,1,2.29,0.0573
SO61680,480,32,1,2.29,0.0573
SO62099,480,32,1,2.29,0.0573
SO62252,480,32,1,2.29,0.0573
SO62299,480,32,1,2.29,0.0573
SO62620,480,32,1,2.29,0.0573
SO63341,480,32,1,2.29,0.0573
SO63509,480,32,1,2.29,0.0573
SO63776,480,32,1,2.29,0.0573
SO63848,480,32,1,2.29,0.0573
SO63858,480,32,1,2.29,0.0573
SO63898,480,32,1,2.29,0.0573
SO63919,480,32,1,2.29,0.0573
SO63963,480,32,1,2.29,0.0573
SO63976,480,32,1,2.29,0.0573
SO64152,480,32,1,2.29,0.0573
SO64168,480,32,1,2.29,0.0573
SO64511,480,32,1,2.29,0.0573
SO64584,480,32,1,2.29,0.0573
SO64632,480,32,1,2.29,0.0573
SO64747,480,32,1,2.29,0.0573
SO64976,480,32,1,2.29,0.0573
SO64994,480,32,1,2.29,0.0573
SO65124,480,32,1,2.29,0.0573
SO65347,480,32,1,2.29,0.0573
SO65725,480,32,1,2.29,0.0573
SO65992,480,32,1,2.29,0.0573
SO66336,480,32,1,2.29,0.0573
SO66473,480,32,1,2.29,0.0573
SO66993,480,32,1,2.29,0.0573
SO67396,480,32,1,2.29,0.0573
SO67437,480,32,1,2.29,0.0573
SO67663,480,32,1,2.29,0.0573
SO67919,480,32,1,2.29,0.0573
SO68164,480,32,1,2.29,0.0573
SO68505,480,32,1,2.29,0.0573
SO68588,480,32,1,2.29,0.0573
SO68840,480,32,1,2.29,0.0573
SO68994,480,32,1,2.29,0.0573
SO69036,480,32,1,2.29,0.0573
SO69041,480,32,1,2.29,0.0573
SO69062,480,32,1,2.29,0.0573
SO69594,480,32,1,2.29,0.0573
SO69746,480,32,1,2.29,0.0573
SO69883,480,32,1,2.29,0.0573
SO69914,480,32,1,2.29,0.0573
SO69933,480,32,1,2.29,0.0573
SO69977,480,32,1,2.29,0.0573
SO70177,480,32,1,2.29,0.0573
SO70287,480,32,1,2.29,0.0573
SO70418,480,32,1,2.29,0.0573
SO70474,480,32,1,2.29,0.0573
SO70715,480,32,1,2.29,0.0573
SO71084,480,32,1,2.29,0.0573
SO71439,480,32,1,2.29,0.0573
SO71478,480,32,1,2.29,0.0573
SO71575,480,32,1,2.29,0.0573
SO71680,480,32,1,2.29,0.0573
SO71742,480,32,1,2.29,0.0573
SO72369,480,32,1,2.29,0.0573
SO72477,480,32,1,2.29,0.0573
SO72620,480,32,1,2.29,0.0573
SO72634,480,32,1,2.29,0.0573
SO72694,480,32,1,2.29,0.0573
SO73130,480,32,1,2.29,0.0573
SO73520,480,32,1,2.29,0.0573
SO73730,480,32,1,2.29,0.0573
SO73836,480,32,1,2.29,0.0573
SO74059,480,32,1,2.29,0.0573
SO74195,480,32,1,2.29,0.0573
SO74448,480,32,1,2.29,0.0573
SO74501,480,32,1,2.29,0.0573
SO74688,480,32,1,2.29,0.0573
SO74819,480,32,1,2.29,0.0573
SO75071,480,32,1,2.29,0.0573
SO75098,480,32,1,2.29,0.0573
SO75119,480,32,1,2.29,0.0573
SO51329,477,32,1,4.99,0.1248
SO51369,477,32,1,4.99,0.1248
SO51371,477,32,1,4.99,0.1248
SO51452,477,32,1,4.99,0.1248
SO51467,477,32,1,4.99,0.1248
SO51517,477,32,1,4.99,0.1248
SO51554,477,32,1,4.99,0.1248
SO51616,477,32,1,4.99,0.1248
SO51645,477,32,1,4.99,0.1248
SO51648,477,32,1,4.99,0.1248
SO51664,477,32,1,4.99,0.1248
SO52055,477,32,1,4.99,0.1248
SO52105,477,32,1,4.99,0.1248
SO52388,477,32,1,4.99,0.1248
SO52502,477,32,1,4.99,0.1248
SO52570,477,32,1,4.99,0.1248
SO52572,477,32,1,4.99,0.1248
SO52663,477,32,1,4.99,0.1248
SO52765,477,32,1,4.99,0.1248
SO53395,477,32,1,4.99,0.1248
SO53447,477,32,1,4.99,0.1248
SO53714,477,32,1,4.99,0.1248
SO53760,477,32,1,4.99,0.1248
SO54177,477,32,1,4.99,0.1248
SO54425,477,32,1,4.99,0.1248
SO54642,477,32,1,4.99,0.1248
SO55015,477,32,1,4.99,0.1248
SO55368,477,32,1,4.99,0.1248
SO55672,477,32,1,4.99,0.1248
SO55794,477,32,1,4.99,0.1248
SO55807,477,32,1,4.99,0.1248
SO55844,477,32,1,4.99,0.1248
SO55854,477,32,1,4.99,0.1248
SO55894,477,32,1,4.99,0.1248
SO55907,477,32,1,4.99,0.1248
SO56012,477,32,1,4.99,0.1248
SO56177,477,32,1,4.99,0.1248
SO56184,477,32,1,4.99,0.1248
SO56362,477,32,1,4.99,0.1248
SO56534,477,32,1,4.99,0.1248
SO56536,477,32,1,4.99,0.1248
SO56568,477,32,1,4.99,0.1248
SO56952,477,32,1,4.99,0.1248
SO57208,477,32,1,4.99,0.1248
SO57348,477,32,1,4.99,0.1248
SO57351,477,32,1,4.99,0.1248
SO57412,477,32,1,4.99,0.1248
SO57469,477,32,1,4.99,0.1248
SO57586,477,32,1,4.99,0.1248
SO57859,477,32,1,4.99,0.1248
SO57935,477,32,1,4.99,0.1248
SO58014,477,32,1,4.99,0.1248
SO58122,477,32,1,4.99,0.1248
SO58186,477,32,1,4.99,0.1248
SO58463,477,32,1,4.99,0.1248
SO58570,477,32,1,4.99,0.1248
SO58606,477,32,1,4.99,0.1248
SO58801,477,32,1,4.99,0.1248
SO59452,477,32,1,4.99,0.1248
SO59470,477,32,1,4.99,0.1248
SO59545,477,32,1,4.99,0.1248
SO59563,477,32,1,4.99,0.1248
SO59756,477,32,1,4.99,0.1248
SO59805,477,32,1,4.99,0.1248
SO59874,477,32,1,4.99,0.1248
SO59970,477,32,1,4.99,0.1248
SO60097,477,32,1,4.99,0.1248
SO60098,477,32,1,4.99,0.1248
SO60243,477,32,1,4.99,0.1248
SO60303,477,32,1,4.99,0.1248
SO60496,477,32,1,4.99,0.1248
SO60752,477,32,1,4.99,0.1248
SO60926,477,32,1,4.99,0.1248
SO60940,477,32,1,4.99,0.1248
SO60942,477,32,1,4.99,0.1248
SO60945,477,32,1,4.99,0.1248
SO61413,477,32,1,4.99,0.1248
SO61532,477,32,1,4.99,0.1248
SO61616,477,32,1,4.99,0.1248
SO61633,477,32,1,4.99,0.1248
SO61767,477,32,1,4.99,0.1248
SO61904,477,32,1,4.99,0.1248
SO62069,477,32,1,4.99,0.1248
SO62072,477,32,1,4.99,0.1248
SO62132,477,32,1,4.99,0.1248
SO62337,477,32,1,4.99,0.1248
SO62387,477,32,1,4.99,0.1248
SO62425,477,32,1,4.99,0.1248
SO62446,477,32,1,4.99,0.1248
SO62460,477,32,1,4.99,0.1248
SO62462,477,32,1,4.99,0.1248
SO62510,477,32,1,4.99,0.1248
SO62857,477,32,1,4.99,0.1248
SO62898,477,32,1,4.99,0.1248
SO63337,477,32,1,4.99,0.1248
SO63682,477,32,1,4.99,0.1248
SO63727,477,32,1,4.99,0.1248
SO63739,477,32,1,4.99,0.1248
SO63861,477,32,1,4.99,0.1248
SO63923,477,32,1,4.99,0.1248
SO63980,477,32,1,4.99,0.1248
SO64046,477,32,1,4.99,0.1248
SO64212,477,32,1,4.99,0.1248
SO64215,477,32,1,4.99,0.1248
SO64216,477,32,1,4.99,0.1248
SO64234,477,32,1,4.99,0.1248
SO64516,477,32,1,4.99,0.1248
SO64583,477,32,1,4.99,0.1248
SO64589,477,32,1,4.99,0.1248
SO64655,477,32,1,4.99,0.1248
SO64671,477,32,1,4.99,0.1248
SO64782,477,32,1,4.99,0.1248
SO65002,477,32,1,4.99,0.1248
SO65013,477,32,1,4.99,0.1248
SO65372,477,32,1,4.99,0.1248
SO65501,477,32,1,4.99,0.1248
SO65792,477,32,1,4.99,0.1248
SO65999,477,32,1,4.99,0.1248
SO66069,477,32,1,4.99,0.1248
SO66148,477,32,1,4.99,0.1248
SO66603,477,32,1,4.99,0.1248
SO66625,477,32,1,4.99,0.1248
SO66824,477,32,1,4.99,0.1248
SO67162,477,32,1,4.99,0.1248
SO67456,477,32,1,4.99,0.1248
SO67458,477,32,1,4.99,0.1248
SO67722,477,32,1,4.99,0.1248
SO67878,477,32,1,4.99,0.1248
SO67949,477,32,1,4.99,0.1248
SO68133,477,32,1,4.99,0.1248
SO68186,477,32,1,4.99,0.1248
SO68353,477,32,1,4.99,0.1248
SO68390,477,32,1,4.99,0.1248
SO68453,477,32,1,4.99,0.1248
SO68560,477,32,1,4.99,0.1248
SO68591,477,32,1,4.99,0.1248
SO68594,477,32,1,4.99,0.1248
SO68610,477,32,1,4.99,0.1248
SO68715,477,32,1,4.99,0.1248
SO68857,477,32,1,4.99,0.1248
SO69076,477,32,1,4.99,0.1248
SO69146,477,32,1,4.99,0.1248
SO69345,477,32,1,4.99,0.1248
SO69836,477,32,1,4.99,0.1248
SO70060,477,32,1,4.99,0.1248
SO70210,477,32,1,4.99,0.1248
SO70217,477,32,1,4.99,0.1248
SO70422,477,32,1,4.99,0.1248
SO70560,477,32,1,4.99,0.1248
SO70644,477,32,1,4.99,0.1248
SO70711,477,32,1,4.99,0.1248
SO70713,477,32,1,4.99,0.1248
SO70721,477,32,1,4.99,0.1248
SO70864,477,32,1,4.99,0.1248
SO71184,477,32,1,4.99,0.1248
SO71270,477,32,1,4.99,0.1248
SO71320,477,32,1,4.99,0.1248
SO71322,477,32,1,4.99,0.1248
SO71465,477,32,1,4.99,0.1248
SO71611,477,32,1,4.99,0.1248
SO71679,477,32,1,4.99,0.1248
SO72051,477,32,1,4.99,0.1248
SO72175,477,32,1,4.99,0.1248
SO72568,477,32,1,4.99,0.1248
SO72753,477,32,1,4.99,0.1248
SO72780,477,32,1,4.99,0.1248
SO72903,477,32,1,4.99,0.1248
SO73159,477,32,1,4.99,0.1248
SO73243,477,32,1,4.99,0.1248
SO73315,477,32,1,4.99,0.1248
SO73318,477,32,1,4.99,0.1248
SO73399,477,32,1,4.99,0.1248
SO73483,477,32,1,4.99,0.1248
SO73562,477,32,1,4.99,0.1248
SO73687,477,32,1,4.99,0.1248
SO73697,477,32,1,4.99,0.1248
SO73770,477,32,1,4.99,0.1248
SO73999,477,32,1,4.99,0.1248
SO74013,477,32,1,4.99,0.1248
SO74216,477,32,1,4.99,0.1248
SO74390,477,32,1,4.99,0.1248
SO74959,477,32,1,4.99,0.1248
SO75076,477,32,1,4.99,0.1248
SO51184,528,32,1,4.99,0.1248
SO51379,528,32,1,4.99,0.1248
SO52322,528,32,1,4.99,0.1248
SO52609,528,32,1,4.99,0.1248
SO52827,528,32,1,4.99,0.1248
SO54920,528,32,1,4.99,0.1248
SO56176,528,32,1,4.99,0.1248
SO56682,528,32,1,4.99,0.1248
SO56741,528,32,1,4.99,0.1248
SO57729,528,32,1,4.99,0.1248
SO57896,530,32,1,4.99,0.1248
SO57938,528,32,1,4.99,0.1248
SO58391,528,32,1,4.99,0.1248
SO58760,528,32,1,4.99,0.1248
SO59244,528,32,1,4.99,0.1248
SO59393,530,32,1,4.99,0.1248
SO60421,528,32,1,4.99,0.1248
SO60438,530,32,1,4.99,0.1248
SO60679,528,32,1,4.99,0.1248
SO60928,528,32,1,4.99,0.1248
SO61018,528,32,1,4.99,0.1248
SO61357,528,32,1,4.99,0.1248
SO61769,528,32,1,4.99,0.1248
SO61835,528,32,1,4.99,0.1248
SO62066,528,32,1,4.99,0.1248
SO62663,528,32,1,4.99,0.1248
SO62667,528,32,1,4.99,0.1248
SO62983,528,32,1,4.99,0.1248
SO62986,528,32,1,4.99,0.1248
SO63049,530,32,1,4.99,0.1248
SO63340,528,32,1,4.99,0.1248
SO63351,530,32,1,4.99,0.1248
SO63924,528,32,1,4.99,0.1248
SO64354,528,32,1,4.99,0.1248
SO64365,530,32,1,4.99,0.1248
SO64777,530,32,1,4.99,0.1248
SO65665,528,32,1,4.99,0.1248
SO65929,528,32,1,4.99,0.1248
SO66188,528,32,1,4.99,0.1248
SO66353,528,32,1,4.99,0.1248
SO66422,530,32,1,4.99,0.1248
SO66544,528,32,1,4.99,0.1248
SO66813,528,32,1,4.99,0.1248
SO67135,530,32,1,4.99,0.1248
SO67243,528,32,1,4.99,0.1248
SO67253,530,32,1,4.99,0.1248
SO67386,528,32,1,4.99,0.1248
SO67455,528,32,1,4.99,0.1248
SO67633,530,32,1,4.99,0.1248
SO67896,530,32,1,4.99,0.1248
SO68063,528,32,1,4.99,0.1248
SO68924,528,32,1,4.99,0.1248
SO69215,528,32,1,4.99,0.1248
SO69261,530,32,1,4.99,0.1248
SO69703,528,32,1,4.99,0.1248
SO70137,528,32,1,4.99,0.1248
SO70302,530,32,1,4.99,0.1248
SO70638,528,32,1,4.99,0.1248
SO72545,528,32,1,4.99,0.1248
SO73018,530,32,1,4.99,0.1248
SO73083,530,32,1,4.99,0.1248
SO73156,528,32,1,4.99,0.1248
SO73232,528,32,1,4.99,0.1248
SO73570,530,32,1,4.99,0.1248
SO73753,528,32,1,4.99,0.1248
SO73848,530,32,1,4.99,0.1248
SO52225,214,32,1,34.99,0.8748
SO52229,214,32,1,34.99,0.8748
SO52236,214,32,1,34.99,0.8748
SO52337,214,32,1,34.99,0.8748
SO52896,214,32,1,34.99,0.8748
SO52915,214,32,1,34.99,0.8748
SO52950,214,32,1,34.99,0.8748
SO53170,214,32,1,34.99,0.8748
SO53274,214,32,1,34.99,0.8748
SO53417,214,32,1,34.99,0.8748
SO53444,214,32,1,34.99,0.8748
SO53633,214,32,1,34.99,0.8748
SO53841,214,32,1,34.99,0.8748
SO54726,214,32,1,34.99,0.8748
SO55347,214,32,1,34.99,0.8748
SO55956,214,32,1,34.99,0.8748
SO55988,214,32,1,34.99,0.8748
SO56243,214,32,1,34.99,0.8748
SO56896,214,32,1,34.99,0.8748
SO57210,214,32,1,34.99,0.8748
SO57390,214,32,1,34.99,0.8748
SO57410,214,32,1,34.99,0.8748
SO57571,214,32,1,34.99,0.8748
SO57782,214,32,1,34.99,0.8748
SO57824,214,32,1,34.99,0.8748
SO58529,214,32,1,34.99,0.8748
SO59322,214,32,1,34.99,0.8748
SO59803,214,32,1,34.99,0.8748
SO59939,214,32,1,34.99,0.8748
SO60138,214,32,1,34.99,0.8748
SO60283,214,32,1,34.99,0.8748
SO60324,214,32,1,34.99,0.8748
SO60708,214,32,1,34.99,0.8748
SO61052,214,32,1,34.99,0.8748
SO61128,214,32,1,34.99,0.8748
SO61285,214,32,1,34.99,0.8748
SO61350,214,32,1,34.99,0.8748
SO61606,214,32,1,34.99,0.8748
SO61707,214,32,1,34.99,0.8748
SO62102,214,32,1,34.99,0.8748
SO62298,214,32,1,34.99,0.8748
SO62712,214,32,1,34.99,0.8748
SO62802,214,32,1,34.99,0.8748
SO62856,214,32,1,34.99,0.8748
SO63899,214,32,1,34.99,0.8748
SO64629,214,32,1,34.99,0.8748
SO64635,214,32,1,34.99,0.8748
SO64699,214,32,1,34.99,0.8748
SO64815,214,32,1,34.99,0.8748
SO64883,214,32,1,34.99,0.8748
SO64886,214,32,1,34.99,0.8748
SO65037,214,32,1,34.99,0.8748
SO65469,214,32,1,34.99,0.8748
SO65563,214,32,1,34.99,0.8748
SO65693,214,32,1,34.99,0.8748
SO65923,214,32,1,34.99,0.8748
SO66038,214,32,1,34.99,0.8748
SO66041,214,32,1,34.99,0.8748
SO66048,214,32,1,34.99,0.8748
SO67100,214,32,1,34.99,0.8748
SO67101,214,32,1,34.99,0.8748
SO67434,214,32,1,34.99,0.8748
SO67788,214,32,1,34.99,0.8748
SO68171,214,32,1,34.99,0.8748
SO68575,214,32,1,34.99,0.8748
SO68694,214,32,1,34.99,0.8748
SO69040,214,32,1,34.99,0.8748
SO69592,214,32,1,34.99,0.8748
SO69615,214,32,1,34.99,0.8748
SO70416,214,32,1,34.99,0.8748
SO70481,214,32,1,34.99,0.8748
SO71063,214,32,1,34.99,0.8748
SO71238,214,32,1,34.99,0.8748
SO71318,214,32,1,34.99,0.8748
SO71475,214,32,1,34.99,0.8748
SO71594,214,32,1,34.99,0.8748
SO71966,214,32,1,34.99,0.8748
SO72078,214,32,1,34.99,0.8748
SO72392,214,32,1,34.99,0.8748
SO72818,214,32,1,34.99,0.8748
SO73127,214,32,1,34.99,0.8748
SO73279,214,32,1,34.99,0.8748
SO73379,214,32,1,34.99,0.8748
SO73433,214,32,1,34.99,0.8748
SO73521,214,32,1,34.99,0.8748
SO73670,214,32,1,34.99,0.8748
SO74062,214,32,1,34.99,0.8748
SO74110,214,32,1,34.99,0.8748
SO74315,214,32,1,34.99,0.8748
SO74378,214,32,1,34.99,0.8748
SO74564,214,32,1,34.99,0.8748
SO74566,214,32,1,34.99,0.8748
SO74764,214,32,1,34.99,0.8748
SO74780,214,32,1,34.99,0.8748
SO74944,214,32,1,34.99,0.8748
SO52179,217,32,1,34.99,0.8748
SO52230,217,32,1,34.99,0.8748
SO52632,217,32,1,34.99,0.8748
SO52895,217,32,1,34.99,0.8748
SO53145,217,32,1,34.99,0.8748
SO53204,217,32,1,34.99,0.8748
SO53273,217,32,1,34.99,0.8748
SO53307,217,32,1,34.99,0.8748
SO53416,217,32,1,34.99,0.8748
SO53637,217,32,1,34.99,0.8748
SO53732,217,32,1,34.99,0.8748
SO53803,217,32,1,34.99,0.8748
SO53818,217,32,1,34.99,0.8748
SO54209,217,32,1,34.99,0.8748
SO54508,217,32,1,34.99,0.8748
SO54547,217,32,1,34.99,0.8748
SO54776,217,32,1,34.99,0.8748
SO54947,217,32,1,34.99,0.8748
SO54993,217,32,1,34.99,0.8748
SO55014,217,32,1,34.99,0.8748
SO55344,217,32,1,34.99,0.8748
SO55346,217,32,1,34.99,0.8748
SO55986,217,32,1,34.99,0.8748
SO56140,217,32,1,34.99,0.8748
SO56563,217,32,1,34.99,0.8748
SO56923,217,32,1,34.99,0.8748
SO57222,217,32,1,34.99,0.8748
SO57320,217,32,1,34.99,0.8748
SO57343,217,32,1,34.99,0.8748
SO57386,217,32,1,34.99,0.8748
SO57570,217,32,1,34.99,0.8748
SO57608,217,32,1,34.99,0.8748
SO58150,217,32,1,34.99,0.8748
SO58302,217,32,1,34.99,0.8748
SO58303,217,32,1,34.99,0.8748
SO58498,217,32,1,34.99,0.8748
SO58500,217,32,1,34.99,0.8748
SO58554,217,32,1,34.99,0.8748
SO59157,217,32,1,34.99,0.8748
SO59246,217,32,1,34.99,0.8748
SO59591,217,32,1,34.99,0.8748
SO60096,217,32,1,34.99,0.8748
SO60143,217,32,1,34.99,0.8748
SO60229,217,32,1,34.99,0.8748
SO60270,217,32,1,34.99,0.8748
SO60397,217,32,1,34.99,0.8748
SO60655,217,32,1,34.99,0.8748
SO60781,217,32,1,34.99,0.8748
SO60856,217,32,1,34.99,0.8748
SO61071,217,32,1,34.99,0.8748
SO61289,217,32,1,34.99,0.8748
SO61501,217,32,1,34.99,0.8748
SO61768,217,32,1,34.99,0.8748
SO61771,217,32,1,34.99,0.8748
SO61868,217,32,1,34.99,0.8748
SO61986,217,32,1,34.99,0.8748
SO62070,217,32,1,34.99,0.8748
SO62186,217,32,1,34.99,0.8748
SO62191,217,32,1,34.99,0.8748
SO62598,217,32,1,34.99,0.8748
SO62777,217,32,1,34.99,0.8748
SO63023,217,32,1,34.99,0.8748
SO63038,217,32,1,34.99,0.8748
SO63513,217,32,1,34.99,0.8748
SO64263,217,32,1,34.99,0.8748
SO64418,217,32,1,34.99,0.8748
SO64479,217,32,1,34.99,0.8748
SO64908,217,32,1,34.99,0.8748
SO65598,217,32,1,34.99,0.8748
SO66100,217,32,1,34.99,0.8748
SO66453,217,32,1,34.99,0.8748
SO66455,217,32,1,34.99,0.8748
SO66661,217,32,1,34.99,0.8748
SO66964,217,32,1,34.99,0.8748
SO67033,217,32,1,34.99,0.8748
SO67056,217,32,1,34.99,0.8748
SO67221,217,32,1,34.99,0.8748
SO67435,217,32,1,34.99,0.8748
SO67595,217,32,1,34.99,0.8748
SO68042,217,32,1,34.99,0.8748
SO68173,217,32,1,34.99,0.8748
SO68184,217,32,1,34.99,0.8748
SO68235,217,32,1,34.99,0.8748
SO68256,217,32,1,34.99,0.8748
SO68294,217,32,1,34.99,0.8748
SO68317,217,32,1,34.99,0.8748
SO68444,217,32,1,34.99,0.8748
SO68902,217,32,1,34.99,0.8748
SO69985,217,32,1,34.99,0.8748
SO70101,217,32,1,34.99,0.8748
SO70205,217,32,1,34.99,0.8748
SO71165,217,32,1,34.99,0.8748
SO71180,217,32,1,34.99,0.8748
SO71461,217,32,1,34.99,0.8748
SO71660,217,32,1,34.99,0.8748
SO72146,217,32,1,34.99,0.8748
SO72548,217,32,1,34.99,0.8748
SO72553,217,32,1,34.99,0.8748
SO72882,217,32,1,34.99,0.8748
SO72902,217,32,1,34.99,0.8748
SO73048,217,32,1,34.99,0.8748
SO73125,217,32,1,34.99,0.8748
SO74251,217,32,1,34.99,0.8748
SO74334,217,32,1,34.99,0.8748
SO74542,217,32,1,34.99,0.8748
SO74687,217,32,1,34.99,0.8748
SO74729,217,32,1,34.99,0.8748
SO74763,217,32,1,34.99,0.8748
SO74815,217,32,1,34.99,0.8748
SO74890,217,32,1,34.99,0.8748
SO51275,222,32,1,34.99,0.8748
SO51347,222,32,1,34.99,0.8748
SO52054,222,32,1,34.99,0.8748
SO52076,222,32,1,34.99,0.8748
SO52082,222,32,1,34.99,0.8748
SO52617,222,32,1,34.99,0.8748
SO52691,222,32,1,34.99,0.8748
SO52795,222,32,1,34.99,0.8748
SO53031,222,32,1,34.99,0.8748
